timestamp,src_ip,dst_ip,src_port,dst_port,tcp_flags,packet_count,label
2026-01-13T15:04:48.551884+00:00,10.232.71.48,10.232.71.26,22,40150,0x0018,71,SSH_BRUTE_FORCE
2026-01-13T15:04:48.551932+00:00,10.232.71.26,10.232.71.48,40140,22,0x0018,90,SSH_BRUTE_FORCE
2026-01-13T15:04:48.551977+00:00,10.232.71.26,10.232.71.48,40150,22,0x0018,91,SSH_BRUTE_FORCE
2026-01-13T15:04:48.552021+00:00,10.232.71.48,10.232.71.26,22,40192,0x0018,72,SSH_BRUTE_FORCE
2026-01-13T15:04:48.552067+00:00,10.232.71.26,10.232.71.48,40192,22,0x0018,92,SSH_BRUTE_FORCE
2026-01-13T15:04:48.552117+00:00,10.232.71.48,10.232.71.26,22,40108,0x0010,73,SSH_BRUTE_FORCE
2026-01-13T15:04:48.552167+00:00,10.232.71.48,10.232.71.26,22,40162,0x0010,74,SSH_BRUTE_FORCE
2026-01-13T15:04:48.552211+00:00,10.232.71.26,10.232.71.48,40162,22,0x0018,93,SSH_BRUTE_FORCE
2026-01-13T15:04:48.552255+00:00,10.232.71.48,10.232.71.26,22,40162,0x0010,75,SSH_BRUTE_FORCE
2026-01-13T15:04:48.552298+00:00,10.232.71.48,10.232.71.26,22,40162,0x0018,76,SSH_BRUTE_FORCE
2026-01-13T15:04:48.552350+00:00,10.232.71.26,10.232.71.48,40162,22,0x0018,94,SSH_BRUTE_FORCE
2026-01-13T15:04:48.552396+00:00,10.232.71.26,10.232.71.48,40168,22,0x0010,95,SSH_BRUTE_FORCE
2026-01-13T15:04:48.552438+00:00,10.232.71.48,10.232.71.26,22,40168,0x0010,77,SSH_BRUTE_FORCE
2026-01-13T15:04:48.552479+00:00,10.232.71.26,10.232.71.48,40168,22,0x0018,96,SSH_BRUTE_FORCE
2026-01-13T15:04:48.552521+00:00,10.232.71.48,10.232.71.26,22,40150,0x0018,78,SSH_BRUTE_FORCE
2026-01-13T15:04:48.552565+00:00,10.232.71.26,10.232.71.48,40150,22,0x0018,97,SSH_BRUTE_FORCE
2026-01-13T15:04:48.552609+00:00,10.232.71.48,10.232.71.26,22,40116,0x0010,79,SSH_BRUTE_FORCE
2026-01-13T15:04:48.552693+00:00,10.232.71.26,10.232.71.48,40116,22,0x0018,98,SSH_BRUTE_FORCE
2026-01-13T15:04:48.552742+00:00,10.232.71.48,10.232.71.26,22,40116,0x0010,80,SSH_BRUTE_FORCE
2026-01-13T15:04:48.552787+00:00,10.232.71.48,10.232.71.26,22,40116,0x0018,81,SSH_BRUTE_FORCE
2026-01-13T15:04:48.552830+00:00,10.232.71.48,10.232.71.26,22,40124,0x0010,82,SSH_BRUTE_FORCE
2026-01-13T15:04:48.552874+00:00,10.232.71.26,10.232.71.48,40116,22,0x0018,99,SSH_BRUTE_FORCE
2026-01-13T15:04:48.552918+00:00,10.232.71.26,10.232.71.48,40124,22,0x0018,100,SSH_BRUTE_FORCE
2026-01-13T15:04:48.552963+00:00,10.232.71.48,10.232.71.26,22,40124,0x0010,83,SSH_BRUTE_FORCE
2026-01-13T15:04:48.553008+00:00,10.232.71.48,10.232.71.26,22,40124,0x0018,84,SSH_BRUTE_FORCE
2026-01-13T15:04:48.553055+00:00,10.232.71.48,10.232.71.26,22,40162,0x0018,85,SSH_BRUTE_FORCE
2026-01-13T15:04:48.553096+00:00,10.232.71.26,10.232.71.48,40124,22,0x0018,101,SSH_BRUTE_FORCE
2026-01-13T15:04:48.553162+00:00,10.232.71.26,10.232.71.48,40162,22,0x0018,102,SSH_BRUTE_FORCE
2026-01-13T15:04:48.553207+00:00,10.232.71.48,10.232.71.26,22,40168,0x0018,86,SSH_BRUTE_FORCE
2026-01-13T15:04:48.553252+00:00,10.232.71.26,10.232.71.48,40168,22,0x0010,103,SSH_BRUTE_FORCE
2026-01-13T15:04:48.553299+00:00,10.232.71.26,10.232.71.48,40168,22,0x0018,104,SSH_BRUTE_FORCE
2026-01-13T15:04:48.553342+00:00,10.232.71.48,10.232.71.26,22,40116,0x0018,87,SSH_BRUTE_FORCE
2026-01-13T15:04:48.553385+00:00,10.232.71.26,10.232.71.48,40116,22,0x0018,105,SSH_BRUTE_FORCE
2026-01-13T15:04:48.553431+00:00,10.232.71.48,10.232.71.26,22,40130,0x0010,88,SSH_BRUTE_FORCE
2026-01-13T15:04:48.553474+00:00,10.232.71.48,10.232.71.26,22,40124,0x0018,89,SSH_BRUTE_FORCE
2026-01-13T15:04:48.553521+00:00,10.232.71.26,10.232.71.48,40130,22,0x0018,106,SSH_BRUTE_FORCE
2026-01-13T15:04:48.553568+00:00,10.232.71.48,10.232.71.26,22,40130,0x0010,90,SSH_BRUTE_FORCE
2026-01-13T15:04:48.553613+00:00,10.232.71.48,10.232.71.26,22,40130,0x0018,91,SSH_BRUTE_FORCE
2026-01-13T15:04:48.553657+00:00,10.232.71.26,10.232.71.48,40124,22,0x0018,107,SSH_BRUTE_FORCE
2026-01-13T15:04:48.553702+00:00,10.232.71.26,10.232.71.48,40130,22,0x0018,108,SSH_BRUTE_FORCE
2026-01-13T15:04:48.553746+00:00,10.232.71.48,10.232.71.26,22,40178,0x0010,92,SSH_BRUTE_FORCE
2026-01-13T15:04:48.553790+00:00,10.232.71.26,10.232.71.48,40178,22,0x0018,109,SSH_BRUTE_FORCE
2026-01-13T15:04:48.553834+00:00,10.232.71.48,10.232.71.26,22,40178,0x0010,93,SSH_BRUTE_FORCE
2026-01-13T15:04:48.553878+00:00,10.232.71.48,10.232.71.26,22,40178,0x0018,94,SSH_BRUTE_FORCE
2026-01-13T15:04:48.553923+00:00,10.232.71.26,10.232.71.48,40178,22,0x0018,110,SSH_BRUTE_FORCE
2026-01-13T15:04:48.553971+00:00,10.232.71.48,10.232.71.26,22,40130,0x0018,95,SSH_BRUTE_FORCE
2026-01-13T15:04:48.554015+00:00,10.232.71.26,10.232.71.48,40130,22,0x0018,111,SSH_BRUTE_FORCE
2026-01-13T15:04:48.554060+00:00,10.232.71.48,10.232.71.26,22,40178,0x0018,96,SSH_BRUTE_FORCE
2026-01-13T15:04:48.554107+00:00,10.232.71.26,10.232.71.48,40178,22,0x0018,112,SSH_BRUTE_FORCE
2026-01-13T15:04:48.554155+00:00,10.232.71.48,10.232.71.26,22,40134,0x0010,97,SSH_BRUTE_FORCE
2026-01-13T15:04:48.554197+00:00,10.232.71.48,10.232.71.26,22,40140,0x0010,98,SSH_BRUTE_FORCE
2026-01-13T15:04:48.554239+00:00,10.232.71.48,10.232.71.26,22,40192,0x0010,99,SSH_BRUTE_FORCE
2026-01-13T15:04:48.554281+00:00,10.232.71.26,10.232.71.48,40192,22,0x0018,113,SSH_BRUTE_FORCE
2026-01-13T15:04:48.554338+00:00,10.232.71.48,10.232.71.26,22,40192,0x0010,100,SSH_BRUTE_FORCE
2026-01-13T15:04:48.554381+00:00,10.232.71.48,10.232.71.26,22,40192,0x0018,101,SSH_BRUTE_FORCE
2026-01-13T15:04:48.554422+00:00,10.232.71.26,10.232.71.48,40192,22,0x0018,114,SSH_BRUTE_FORCE
2026-01-13T15:04:48.554463+00:00,10.232.71.48,10.232.71.26,22,40150,0x0010,102,SSH_BRUTE_FORCE
2026-01-13T15:04:48.554504+00:00,10.232.71.48,10.232.71.26,22,40192,0x0018,103,SSH_BRUTE_FORCE
2026-01-13T15:04:48.554547+00:00,10.232.71.26,10.232.71.48,40192,22,0x0018,115,SSH_BRUTE_FORCE
2026-01-13T15:04:48.554591+00:00,10.232.71.48,10.232.71.26,22,40162,0x0010,104,SSH_BRUTE_FORCE
2026-01-13T15:04:48.554633+00:00,10.232.71.48,10.232.71.26,22,40168,0x0010,105,SSH_BRUTE_FORCE
2026-01-13T15:04:48.554675+00:00,10.232.71.26,10.232.71.48,40168,22,0x0018,116,SSH_BRUTE_FORCE
2026-01-13T15:04:48.554716+00:00,10.232.71.48,10.232.71.26,22,40168,0x0010,106,SSH_BRUTE_FORCE
2026-01-13T15:04:48.554758+00:00,10.232.71.48,10.232.71.26,22,40168,0x0018,107,SSH_BRUTE_FORCE
2026-01-13T15:04:48.554801+00:00,10.232.71.26,10.232.71.48,40168,22,0x0018,117,SSH_BRUTE_FORCE
2026-01-13T15:04:48.554844+00:00,10.232.71.48,10.232.71.26,22,40116,0x0010,108,SSH_BRUTE_FORCE
2026-01-13T15:04:48.554887+00:00,10.232.71.48,10.232.71.26,22,40124,0x0010,109,SSH_BRUTE_FORCE
2026-01-13T15:04:48.554930+00:00,10.232.71.48,10.232.71.26,22,40168,0x0018,110,SSH_BRUTE_FORCE
2026-01-13T15:04:48.554971+00:00,10.232.71.26,10.232.71.48,40168,22,0x0018,118,SSH_BRUTE_FORCE
2026-01-13T15:04:48.555013+00:00,10.232.71.48,10.232.71.26,22,40130,0x0010,111,SSH_BRUTE_FORCE
2026-01-13T15:04:48.555055+00:00,10.232.71.48,10.232.71.26,22,40178,0x0010,112,SSH_BRUTE_FORCE
2026-01-13T15:04:48.555097+00:00,10.232.71.48,10.232.71.26,22,40192,0x0010,113,SSH_BRUTE_FORCE
2026-01-13T15:04:48.555155+00:00,10.232.71.48,10.232.71.26,22,40168,0x0010,114,SSH_BRUTE_FORCE
2026-01-13T15:04:48.555197+00:00,10.232.71.26,10.232.71.48,40202,22,0x0002,119,SSH_BRUTE_FORCE
2026-01-13T15:04:48.555239+00:00,10.232.71.48,10.232.71.26,22,40202,0x0012,115,SSH_BRUTE_FORCE
2026-01-13T15:04:48.555286+00:00,10.232.71.26,10.232.71.48,40202,22,0x0010,120,SSH_BRUTE_FORCE
2026-01-13T15:04:48.555329+00:00,10.232.71.26,10.232.71.48,40202,22,0x0018,121,SSH_BRUTE_FORCE
2026-01-13T15:04:48.555371+00:00,10.232.71.48,10.232.71.26,22,40202,0x0010,116,SSH_BRUTE_FORCE
2026-01-13T15:04:48.555414+00:00,10.232.71.48,10.232.71.26,22,40202,0x0018,117,SSH_BRUTE_FORCE
2026-01-13T15:04:48.555455+00:00,10.232.71.26,10.232.71.48,40202,22,0x0010,122,SSH_BRUTE_FORCE
2026-01-13T15:04:48.555496+00:00,10.232.71.26,10.232.71.48,40202,22,0x0018,123,SSH_BRUTE_FORCE
2026-01-13T15:04:48.555538+00:00,10.232.71.48,10.232.71.26,22,40202,0x0018,118,SSH_BRUTE_FORCE
2026-01-13T15:04:50.076677+00:00,10.232.71.26,10.232.71.48,40202,22,0x0018,124,SSH_BRUTE_FORCE
2026-01-13T15:04:50.077094+00:00,10.232.71.48,10.232.71.26,22,40202,0x0018,119,SSH_BRUTE_FORCE
2026-01-13T15:04:50.077229+00:00,10.232.71.26,10.232.71.48,40202,22,0x0018,125,SSH_BRUTE_FORCE
2026-01-13T15:04:50.077326+00:00,10.232.71.48,10.232.71.26,22,40202,0x0010,120,SSH_BRUTE_FORCE
2026-01-13T15:04:50.077415+00:00,10.232.71.26,10.232.71.48,40202,22,0x0018,126,SSH_BRUTE_FORCE
2026-01-13T15:04:50.077511+00:00,10.232.71.48,10.232.71.26,22,40202,0x0010,121,SSH_BRUTE_FORCE
2026-01-13T15:04:50.077607+00:00,10.232.71.48,10.232.71.26,22,40202,0x0018,122,SSH_BRUTE_FORCE
2026-01-13T15:04:50.077701+00:00,10.232.71.26,10.232.71.48,40202,22,0x0018,127,SSH_BRUTE_FORCE
2026-01-13T15:04:50.077802+00:00,10.232.71.48,10.232.71.26,22,40202,0x0018,123,SSH_BRUTE_FORCE
2026-01-13T15:04:50.077898+00:00,10.232.71.26,10.232.71.48,40202,22,0x0018,128,SSH_BRUTE_FORCE
2026-01-13T15:04:50.077992+00:00,10.232.71.48,10.232.71.26,22,40202,0x0010,124,SSH_BRUTE_FORCE
2026-01-13T15:04:50.078088+00:00,10.232.71.26,10.232.71.48,40212,22,0x0002,129,SSH_BRUTE_FORCE
2026-01-13T15:04:50.078200+00:00,10.232.71.48,10.232.71.26,22,40212,0x0012,125,SSH_BRUTE_FORCE
2026-01-13T15:04:50.078312+00:00,10.232.71.26,10.232.71.48,40212,22,0x0010,130,SSH_BRUTE_FORCE
2026-01-13T15:04:50.078401+00:00,10.232.71.26,10.232.71.48,40212,22,0x0018,131,SSH_BRUTE_FORCE
2026-01-13T15:04:50.078485+00:00,10.232.71.48,10.232.71.26,22,40212,0x0010,126,SSH_BRUTE_FORCE
2026-01-13T15:04:50.078573+00:00,10.232.71.48,10.232.71.26,22,40212,0x0018,127,SSH_BRUTE_FORCE
2026-01-13T15:04:50.078659+00:00,10.232.71.26,10.232.71.48,40212,22,0x0010,132,SSH_BRUTE_FORCE
2026-01-13T15:04:50.078745+00:00,10.232.71.26,10.232.71.48,40212,22,0x0018,133,SSH_BRUTE_FORCE
2026-01-13T15:04:50.078829+00:00,10.232.71.48,10.232.71.26,22,40212,0x0018,128,SSH_BRUTE_FORCE
2026-01-13T15:04:50.078907+00:00,10.232.71.26,10.232.71.48,40212,22,0x0018,134,SSH_BRUTE_FORCE
2026-01-13T15:04:50.078986+00:00,10.232.71.48,10.232.71.26,22,40212,0x0018,129,SSH_BRUTE_FORCE
2026-01-13T15:04:50.079324+00:00,10.232.71.26,10.232.71.48,40212,22,0x0018,135,SSH_BRUTE_FORCE
2026-01-13T15:04:50.079418+00:00,10.232.71.48,10.232.71.26,22,40212,0x0010,130,SSH_BRUTE_FORCE
2026-01-13T15:04:50.079506+00:00,10.232.71.26,10.232.71.48,40212,22,0x0018,136,SSH_BRUTE_FORCE
2026-01-13T15:04:50.079588+00:00,10.232.71.48,10.232.71.26,22,40212,0x0010,131,SSH_BRUTE_FORCE
2026-01-13T15:04:50.079675+00:00,10.232.71.48,10.232.71.26,22,40212,0x0018,132,SSH_BRUTE_FORCE
2026-01-13T15:04:50.079764+00:00,10.232.71.26,10.232.71.48,40212,22,0x0018,137,SSH_BRUTE_FORCE
2026-01-13T15:04:50.079851+00:00,10.232.71.48,10.232.71.26,22,40212,0x0018,133,SSH_BRUTE_FORCE
2026-01-13T15:04:50.079935+00:00,10.232.71.26,10.232.71.48,40212,22,0x0018,138,SSH_BRUTE_FORCE
2026-01-13T15:04:50.080014+00:00,10.232.71.48,10.232.71.26,22,40212,0x0010,134,SSH_BRUTE_FORCE
2026-01-13T15:04:50.080106+00:00,10.232.71.26,10.232.71.48,40228,22,0x0002,139,SSH_BRUTE_FORCE
2026-01-13T15:04:50.080197+00:00,10.232.71.48,10.232.71.26,22,40228,0x0012,135,SSH_BRUTE_FORCE
2026-01-13T15:04:50.080278+00:00,10.232.71.26,10.232.71.48,40228,22,0x0010,140,SSH_BRUTE_FORCE
2026-01-13T15:04:50.080364+00:00,10.232.71.26,10.232.71.48,40228,22,0x0018,141,SSH_BRUTE_FORCE
2026-01-13T15:04:50.080450+00:00,10.232.71.48,10.232.71.26,22,40228,0x0010,136,SSH_BRUTE_FORCE
2026-01-13T15:04:50.080537+00:00,10.232.71.48,10.232.71.26,22,40228,0x0018,137,SSH_BRUTE_FORCE
2026-01-13T15:04:50.080615+00:00,10.232.71.26,10.232.71.48,40228,22,0x0010,142,SSH_BRUTE_FORCE
2026-01-13T15:04:50.080702+00:00,10.232.71.26,10.232.71.48,40228,22,0x0018,143,SSH_BRUTE_FORCE
2026-01-13T15:04:50.080784+00:00,10.232.71.48,10.232.71.26,22,40228,0x0018,138,SSH_BRUTE_FORCE
2026-01-13T15:04:50.080869+00:00,10.232.71.26,10.232.71.48,40228,22,0x0018,144,SSH_BRUTE_FORCE
2026-01-13T15:04:50.080956+00:00,10.232.71.26,10.232.71.48,40244,22,0x0002,145,SSH_BRUTE_FORCE
2026-01-13T15:04:50.081042+00:00,10.232.71.48,10.232.71.26,22,40244,0x0012,139,SSH_BRUTE_FORCE
2026-01-13T15:04:50.081135+00:00,10.232.71.26,10.232.71.48,40244,22,0x0010,146,SSH_BRUTE_FORCE
2026-01-13T15:04:50.081225+00:00,10.232.71.26,10.232.71.48,40244,22,0x0018,147,SSH_BRUTE_FORCE
2026-01-13T15:04:50.081310+00:00,10.232.71.48,10.232.71.26,22,40244,0x0010,140,SSH_BRUTE_FORCE
2026-01-13T15:04:50.081397+00:00,10.232.71.48,10.232.71.26,22,40228,0x0018,141,SSH_BRUTE_FORCE
2026-01-13T15:04:50.081484+00:00,10.232.71.26,10.232.71.48,40228,22,0x0018,148,SSH_BRUTE_FORCE
2026-01-13T15:04:50.081567+00:00,10.232.71.48,10.232.71.26,22,40244,0x0018,142,SSH_BRUTE_FORCE
2026-01-13T15:04:50.081653+00:00,10.232.71.26,10.232.71.48,40244,22,0x0010,149,SSH_BRUTE_FORCE
2026-01-13T15:04:50.081737+00:00,10.232.71.26,10.232.71.48,40244,22,0x0018,150,SSH_BRUTE_FORCE
2026-01-13T15:04:50.081821+00:00,10.232.71.48,10.232.71.26,22,40244,0x0018,143,SSH_BRUTE_FORCE
2026-01-13T15:04:50.081907+00:00,10.232.71.26,10.232.71.48,40244,22,0x0018,151,SSH_BRUTE_FORCE
2026-01-13T15:04:50.081993+00:00,10.232.71.48,10.232.71.26,22,40244,0x0018,144,SSH_BRUTE_FORCE
2026-01-13T15:04:50.082076+00:00,10.232.71.26,10.232.71.48,40244,22,0x0018,152,SSH_BRUTE_FORCE
2026-01-13T15:04:50.082184+00:00,10.232.71.26,10.232.71.48,40258,22,0x0002,153,SSH_BRUTE_FORCE
2026-01-13T15:04:50.082290+00:00,10.232.71.48,10.232.71.26,22,40258,0x0012,145,SSH_BRUTE_FORCE
2026-01-13T15:04:50.082381+00:00,10.232.71.26,10.232.71.48,40258,22,0x0010,154,SSH_BRUTE_FORCE
2026-01-13T15:04:50.082473+00:00,10.232.71.26,10.232.71.48,40258,22,0x0018,155,SSH_BRUTE_FORCE
2026-01-13T15:04:50.082558+00:00,10.232.71.48,10.232.71.26,22,40258,0x0010,146,SSH_BRUTE_FORCE
2026-01-13T15:04:50.082642+00:00,10.232.71.48,10.232.71.26,22,40258,0x0018,147,SSH_BRUTE_FORCE
2026-01-13T15:04:50.082819+00:00,10.232.71.48,10.232.71.26,22,40258,0x0014,148,SSH_BRUTE_FORCE
2026-01-13T15:04:50.082911+00:00,10.232.71.26,10.232.71.48,40258,22,0x0010,156,SSH_BRUTE_FORCE
2026-01-13T15:04:50.082997+00:00,10.232.71.48,10.232.71.26,22,40258,0x0004,149,SSH_BRUTE_FORCE
2026-01-13T15:04:50.083084+00:00,10.232.71.48,10.232.71.26,22,40228,0x0010,150,SSH_BRUTE_FORCE
2026-01-13T15:04:50.589029+00:00,10.232.71.26,10.232.71.48,40228,22,0x0018,157,SSH_BRUTE_FORCE
2026-01-13T15:04:50.589195+00:00,10.232.71.48,10.232.71.26,22,40228,0x0010,151,SSH_BRUTE_FORCE
2026-01-13T15:04:50.589304+00:00,10.232.71.48,10.232.71.26,22,40228,0x0018,152,SSH_BRUTE_FORCE
2026-01-13T15:04:50.589399+00:00,10.232.71.26,10.232.71.48,40228,22,0x0018,158,SSH_BRUTE_FORCE
2026-01-13T15:04:50.589503+00:00,10.232.71.48,10.232.71.26,22,40228,0x0018,153,SSH_BRUTE_FORCE
2026-01-13T15:04:50.589592+00:00,10.232.71.26,10.232.71.48,40228,22,0x0018,159,SSH_BRUTE_FORCE
2026-01-13T15:04:50.589681+00:00,10.232.71.48,10.232.71.26,22,40244,0x0010,154,SSH_BRUTE_FORCE
2026-01-13T15:04:50.589766+00:00,10.232.71.26,10.232.71.48,40244,22,0x0018,160,SSH_BRUTE_FORCE
2026-01-13T15:04:50.589852+00:00,10.232.71.48,10.232.71.26,22,40244,0x0010,155,SSH_BRUTE_FORCE
2026-01-13T15:04:50.589932+00:00,10.232.71.48,10.232.71.26,22,40244,0x0018,156,SSH_BRUTE_FORCE
2026-01-13T15:04:50.590012+00:00,10.232.71.26,10.232.71.48,40244,22,0x0018,161,SSH_BRUTE_FORCE
2026-01-13T15:04:50.590709+00:00,10.232.71.48,10.232.71.26,22,40244,0x0018,157,SSH_BRUTE_FORCE
2026-01-13T15:04:50.590836+00:00,10.232.71.26,10.232.71.48,40244,22,0x0018,162,SSH_BRUTE_FORCE
2026-01-13T15:04:50.590941+00:00,10.232.71.48,10.232.71.26,22,40228,0x0010,158,SSH_BRUTE_FORCE
2026-01-13T15:04:50.591035+00:00,10.232.71.48,10.232.71.26,22,40244,0x0010,159,SSH_BRUTE_FORCE
2026-01-13T15:04:50.591147+00:00,10.232.71.48,10.232.71.26,22,40108,0x0018,160,SSH_BRUTE_FORCE
2026-01-13T15:04:50.591697+00:00,10.232.71.26,10.232.71.48,40108,22,0x0018,163,SSH_BRUTE_FORCE
2026-01-13T15:04:50.591804+00:00,10.232.71.48,10.232.71.26,22,40108,0x0010,161,SSH_BRUTE_FORCE
2026-01-13T15:04:50.591898+00:00,10.232.71.26,10.232.71.48,40262,22,0x0002,164,SSH_BRUTE_FORCE
2026-01-13T15:04:50.591983+00:00,10.232.71.48,10.232.71.26,22,40262,0x0012,162,SSH_BRUTE_FORCE
2026-01-13T15:04:50.592074+00:00,10.232.71.26,10.232.71.48,40262,22,0x0010,165,SSH_BRUTE_FORCE
2026-01-13T15:04:50.592175+00:00,10.232.71.26,10.232.71.48,40262,22,0x0018,166,SSH_BRUTE_FORCE
2026-01-13T15:04:50.592272+00:00,10.232.71.48,10.232.71.26,22,40262,0x0010,163,SSH_BRUTE_FORCE
2026-01-13T15:04:50.592368+00:00,10.232.71.48,10.232.71.26,22,40262,0x0018,164,SSH_BRUTE_FORCE
2026-01-13T15:04:50.592457+00:00,10.232.71.26,10.232.71.48,40262,22,0x0010,167,SSH_BRUTE_FORCE
2026-01-13T15:04:50.592545+00:00,10.232.71.26,10.232.71.48,40262,22,0x0018,168,SSH_BRUTE_FORCE
2026-01-13T15:04:50.592633+00:00,10.232.71.48,10.232.71.26,22,40134,0x0018,165,SSH_BRUTE_FORCE
2026-01-13T15:04:50.592721+00:00,10.232.71.48,10.232.71.26,22,40262,0x0018,166,SSH_BRUTE_FORCE
2026-01-13T15:04:50.592813+00:00,10.232.71.26,10.232.71.48,40134,22,0x0018,169,SSH_BRUTE_FORCE
2026-01-13T15:04:50.592898+00:00,10.232.71.48,10.232.71.26,22,40134,0x0010,167,SSH_BRUTE_FORCE
2026-01-13T15:04:50.592986+00:00,10.232.71.26,10.232.71.48,40262,22,0x0018,170,SSH_BRUTE_FORCE
2026-01-13T15:04:50.593072+00:00,10.232.71.48,10.232.71.26,22,40140,0x0018,168,SSH_BRUTE_FORCE
2026-01-13T15:04:50.593172+00:00,10.232.71.26,10.232.71.48,40140,22,0x0018,171,SSH_BRUTE_FORCE
2026-01-13T15:04:50.593261+00:00,10.232.71.48,10.232.71.26,22,40140,0x0010,169,SSH_BRUTE_FORCE
2026-01-13T15:04:50.593368+00:00,10.232.71.48,10.232.71.26,22,40262,0x0018,170,SSH_BRUTE_FORCE
2026-01-13T15:04:50.593458+00:00,10.232.71.48,10.232.71.26,22,40150,0x0018,171,SSH_BRUTE_FORCE
2026-01-13T15:04:50.593546+00:00,10.232.71.26,10.232.71.48,40262,22,0x0018,172,SSH_BRUTE_FORCE
2026-01-13T15:04:50.593627+00:00,10.232.71.48,10.232.71.26,22,40162,0x0018,172,SSH_BRUTE_FORCE
2026-01-13T15:04:50.593724+00:00,10.232.71.26,10.232.71.48,40162,22,0x0018,173,SSH_BRUTE_FORCE
2026-01-13T15:04:50.593815+00:00,10.232.71.48,10.232.71.26,22,40162,0x0010,173,SSH_BRUTE_FORCE
2026-01-13T15:04:50.593897+00:00,10.232.71.26,10.232.71.48,40150,22,0x0018,174,SSH_BRUTE_FORCE
2026-01-13T15:04:50.593982+00:00,10.232.71.48,10.232.71.26,22,40150,0x0010,174,SSH_BRUTE_FORCE
2026-01-13T15:04:50.594070+00:00,10.232.71.48,10.232.71.26,22,40116,0x0018,175,SSH_BRUTE_FORCE
2026-01-13T15:04:50.594167+00:00,10.232.71.48,10.232.71.26,22,40124,0x0018,176,SSH_BRUTE_FORCE
2026-01-13T15:04:50.594258+00:00,10.232.71.26,10.232.71.48,40124,22,0x0018,175,SSH_BRUTE_FORCE
2026-01-13T15:04:50.594345+00:00,10.232.71.48,10.232.71.26,22,40124,0x0010,177,SSH_BRUTE_FORCE
2026-01-13T15:04:50.594428+00:00,10.232.71.26,10.232.71.48,40116,22,0x0018,176,SSH_BRUTE_FORCE
2026-01-13T15:04:50.594509+00:00,10.232.71.48,10.232.71.26,22,40116,0x0010,178,SSH_BRUTE_FORCE
2026-01-13T15:04:50.594596+00:00,10.232.71.48,10.232.71.26,22,40130,0x0018,179,SSH_BRUTE_FORCE
2026-01-13T15:04:50.594680+00:00,10.232.71.48,10.232.71.26,22,40178,0x0018,180,SSH_BRUTE_FORCE
2026-01-13T15:04:50.594771+00:00,10.232.71.26,10.232.71.48,40130,22,0x0018,177,SSH_BRUTE_FORCE
2026-01-13T15:04:50.594854+00:00,10.232.71.48,10.232.71.26,22,40130,0x0010,181,SSH_BRUTE_FORCE
2026-01-13T15:04:50.594941+00:00,10.232.71.26,10.232.71.48,40178,22,0x0018,178,SSH_BRUTE_FORCE
2026-01-13T15:04:50.595026+00:00,10.232.71.48,10.232.71.26,22,40178,0x0010,182,SSH_BRUTE_FORCE
2026-01-13T15:04:50.595119+00:00,10.232.71.48,10.232.71.26,22,40262,0x0010,183,SSH_BRUTE_FORCE
2026-01-13T15:04:50.595213+00:00,10.232.71.48,10.232.71.26,22,40192,0x0018,184,SSH_BRUTE_FORCE
2026-01-13T15:04:50.595299+00:00,10.232.71.26,10.232.71.48,40262,22,0x0018,179,SSH_BRUTE_FORCE
2026-01-13T15:04:50.595384+00:00,10.232.71.48,10.232.71.26,22,40262,0x0010,185,SSH_BRUTE_FORCE
2026-01-13T15:04:50.595469+00:00,10.232.71.48,10.232.71.26,22,40262,0x0018,186,SSH_BRUTE_FORCE
2026-01-13T15:04:50.595548+00:00,10.232.71.26,10.232.71.48,40192,22,0x0018,180,SSH_BRUTE_FORCE
2026-01-13T15:04:50.595638+00:00,10.232.71.48,10.232.71.26,22,40192,0x0010,187,SSH_BRUTE_FORCE
2026-01-13T15:04:50.595718+00:00,10.232.71.26,10.232.71.48,40262,22,0x0018,181,SSH_BRUTE_FORCE
2026-01-13T15:04:50.595802+00:00,10.232.71.48,10.232.71.26,22,40262,0x0018,188,SSH_BRUTE_FORCE
2026-01-13T15:04:50.595888+00:00,10.232.71.26,10.232.71.48,40262,22,0x0018,182,SSH_BRUTE_FORCE
2026-01-13T15:04:50.595969+00:00,10.232.71.48,10.232.71.26,22,40168,0x0018,189,SSH_BRUTE_FORCE
2026-01-13T15:04:54.682443+00:00,10.232.71.26,10.232.71.48,40168,22,0x0018,183,SSH_BRUTE_FORCE
2026-01-13T15:04:54.682568+00:00,10.232.71.48,10.232.71.26,22,40168,0x0010,190,SSH_BRUTE_FORCE
2026-01-13T15:04:54.682664+00:00,10.232.71.48,10.232.71.26,22,40262,0x0010,191,SSH_BRUTE_FORCE
2026-01-13T15:04:54.682737+00:00,10.232.71.48,10.232.71.26,22,40202,0x0018,192,SSH_BRUTE_FORCE
2026-01-13T15:04:54.682806+00:00,10.232.71.26,10.232.71.48,40202,22,0x0018,184,SSH_BRUTE_FORCE
2026-01-13T15:04:54.682882+00:00,10.232.71.48,10.232.71.26,22,40202,0x0010,193,SSH_BRUTE_FORCE
2026-01-13T15:04:54.682955+00:00,10.232.71.48,10.232.71.26,22,40212,0x0018,194,SSH_BRUTE_FORCE
2026-01-13T15:04:54.683026+00:00,10.232.71.26,10.232.71.48,40212,22,0x0018,185,SSH_BRUTE_FORCE
2026-01-13T15:04:54.683097+00:00,10.232.71.48,10.232.71.26,22,40212,0x0010,195,SSH_BRUTE_FORCE
